,gauss_dist+val,gauss_dist+score,t_dist+val,t_dist+scor
0,0.0021551516324055534,2.1085225190435915e-05,0.006354316561689491,2.886568846368089e-05
1,0.001222861854438709,4.5022213969409394e-05,0.006393480951308723,5.451315527141477e-05
2,0.0015376977213539408,3.8520872963577304e-05,0.006161914201830366,4.9401398649473414e-05
3,0.0006010189755243055,3.402059972646782e-05,0.003723140987083645,4.127823477271161e-05
4,0.000947635018551394,3.079882388084709e-05,0.004821678452517998,3.797433846824783e-05
5,0.0012198148035933547,3.1505718697680596e-05,0.005609014674480348,4.0575170785193954e-05
6,0.001604018889824495,3.1708736866252025e-05,0.0066239873743991155,4.0249561409121455e-05
7,0.0020973615840302238,3.0668212178792357e-05,0.007771594386447744,4.1326670554053795e-05
8,0.0017673393322649826,3.152546939895865e-05,0.007384634680062897,4.1749795695282466e-05
9,0.002058086026596742,3.283737929641216e-05,0.006464656423625766,4.248566403461822e-05
10,0.0018851426665995746,3.2505776390738823e-05,0.0069309964463879015,4.289461815576601e-05
11,0.0014861360678680492,3.3746268761690825e-05,0.006617734981579262,4.204095372268922e-05
12,0.002417113086030589,3.6002555739276875e-05,0.007664181908609241,4.7820973602240345e-05
13,0.0017793336594260183,3.218651792779828e-05,0.007115200972459708,4.2244930011148886e-05
14,0.0024402433082273125,2.4475775618175262e-05,0.007393593938145431,3.2609947597678546e-05
15,0.001757872307932133,2.1086778585458808e-05,0.0060686648066672864,2.8314313471688498e-05
16,0.0003730190678896645,2.907510821622728e-05,0.003700478158180901,3.478432962823658e-05
17,0.0005299451837889148,2.5905693226802422e-05,0.004157626083460471,3.182312419200173e-05
18,0.0005137119143509222,2.71092772830497e-05,0.003931339360356461,3.3793067314727346e-05
19,0.0005662605441378836,2.8177469239831837e-05,0.004210085048295499,3.390529525562574e-05
20,0.000492110665741763,2.9725032694331838e-05,0.003633628547119509,3.506113208847942e-05
21,0.0005225569019002792,2.6957912614823758e-05,0.004193346707705165,3.378577847294585e-05
22,0.0005079614555314002,2.763250377735973e-05,0.004301698092422508,3.310547144656724e-05
23,0.0006709263952619909,2.908286544434373e-05,0.004079515006276456,3.4799960266636176e-05
24,0.0006980070180898121,2.850528594578044e-05,0.004488115456363699,3.5431465293496e-05
25,0.0005843582928696017,2.8573414244279767e-05,0.003863567442148614,3.5599663178647356e-05
26,0.0005333953221482522,2.894457589341762e-05,0.0038456687850063247,3.633385199735002e-05
27,0.0006084760941374231,2.9680989803268038e-05,0.004070736985938762,3.769814899192851e-05
28,0.00045939836233248197,3.0174846441854368e-05,0.003968544098688028,3.6040766289872295e-05
29,0.00062889972639662,2.786460197451133e-05,0.004379628222200152,3.47809157231182e-05
30,0.00067681829952651,2.7797011763520864e-05,0.004057862808474715,3.410355179736021e-05
31,0.0007003732160378907,2.728665215751861e-05,0.004183326654332883,3.480691860765885e-05
32,0.0007629258495538993,2.733156078896838e-05,0.004167484255249317,3.4047311851748846e-05
33,0.0008399367169040756,2.7402600496974573e-05,0.003938369997712446,3.348567586709346e-05
34,0.0005827794255927564,2.891973229340849e-05,0.003863250746490417,3.474215260602248e-05
35,0.0007325470186678554,2.3545714066372403e-05,0.004010987258928009,2.9308474008821778e-05
36,0.0003060439891433108,2.575353018689465e-05,0.0033645944363471856,3.1234744747767565e-05
37,0.0004444406618756086,2.5147724110971015e-05,0.003460299891090953,3.169619207089314e-05
38,0.0003105616178624632,2.595963099039471e-05,0.003224015591867194,3.170852027839545e-05
39,0.00025146135777335816,2.6367844454097428e-05,0.003175824561937406,3.199287076197661e-05
40,0.0003624191012808185,2.5542758028145184e-05,0.003391247890346051,3.1619010448264876e-05
41,0.00037621977094416155,2.645388545266451e-05,0.0031465431255858797,3.196697987246116e-05
42,0.0002639489381480568,2.6496329188550932e-05,0.003136173582546941,3.2477536115153134e-05
43,0.00043805543301748983,2.6070064447847096e-05,0.0035965424100324263,3.17562776267487e-05
44,0.0006588835644519196,2.4131231740690443e-05,0.0041858624374310795,3.03603277107496e-05
45,0.0005641270508496748,2.460618575136576e-05,0.0038713670964829775,3.0078188777013192e-05
46,0.0007006523019920488,2.3031553649302873e-05,0.003899320723378268,2.943554270309659e-05
47,0.0009361223782044938,2.435258335229303e-05,0.004074713798950946,3.4996772432937554e-05
48,0.0022182894967811345,1.4227884110319288e-05,0.006020977377760318,1.9994253402859292e-05
49,0.0019933184318747937,1.4374371580183113e-05,0.0064004942191673775,2.0362571027225914e-05
50,-0.0003159144589750598,6.33211719344973e-05,0.0007845200104040484,6.932877119040083e-05
51,-0.00022676595607487053,6.193360133956743e-05,0.0021436485927863957,6.936405888277461e-05
52,-0.0002131071169455795,6.651796745695667e-05,0.001897143279728169,7.416808596113875e-05
53,-0.00021810750025187038,6.848728179150534e-05,0.0024963621709024214,7.652114384411447e-05
54,-0.0001566409323577734,6.96700699376268e-05,0.002728567183025824,7.906545259498309e-05
55,-0.00017907547398445865,6.998201024298095e-05,0.002380106861258376,8.064504067169172e-05
56,-0.00022308668880453354,6.970158249346194e-05,0.0022332431304432094,8.064001695187548e-05
57,-0.00011964560881501438,6.927750668465369e-05,0.0019614040993953053,7.695233045049824e-05
58,-0.000190347966109919,7.111403283432834e-05,0.0026182855461355727,8.049294814092677e-05
59,-0.00014812339666775534,6.999859042190214e-05,0.002644549990830086,7.936652763194421e-05
60,-0.00012034465507285268,6.964521514204974e-05,0.0032945972620971957,7.804411057405936e-05
61,3.188422115895479e-05,6.759582004548366e-05,0.003011025713280558,7.797978319329481e-05
62,-0.00012879958325964409,7.035984674516104e-05,0.00297576160865511,8.107834176633512e-05
