Date,EXPD,SYK,AAPL,T,WHR,PEG,USB,FMC,UDR,KO,CVX
2000-03-31 00:00:00+00:00,-0.0043227564016035,0.1772374789503963,0.0861128524746235,-0.0983210486578,0.0112474415612049,0.0028751390788388,-0.1853230942072833,0.1398965788479114,-0.064706238015098,-0.1732352313926209,-0.0959468897910346
2000-06-30 00:00:00+00:00,-0.1461649704770984,0.0237665213972428,0.1909543199768983,-0.0409782650362249,-0.0333755477272205,-0.1108201869423725,0.199924478555755,0.0465906913769786,0.0263742656309908,-0.1219976860008181,0.1132232198724809
2000-09-30 00:00:00+00:00,0.3039875939296799,0.2580356924440583,-0.2001874174052337,0.0481136852841419,-0.1450059699926079,0.2161367084998704,-0.1160270509803579,0.0575461967972434,0.1691216249867253,0.1837993510548223,-0.0626725223480734
2000-12-31 00:00:00+00:00,-0.079427198723713,-0.0801987150404913,-0.5451344598005532,0.0831298509088818,-0.2315210869871274,0.2983870778223751,0.05720749499983,0.0800824200936656,-0.0216444838547609,-0.0172851734627603,0.0168260948421086
2001-03-31 00:00:00+00:00,0.1244853696068979,0.201963776023065,-0.3865985964178525,0.0128236130658248,0.2381012668712054,0.039110439878915,0.029186741232789,0.0494294901476906,0.0266811902375057,0.0698951712256203,-0.0009437932045175
2001-06-30 00:00:00+00:00,0.0113345391464472,0.0537043525839107,0.4514299592465136,-0.125455803711046,0.0725256478256091,-0.0454357835548945,0.0224184160320501,0.0602898868175942,0.1754590082228495,-0.2433247384840802,0.0185497061826562
2001-09-30 00:00:00+00:00,0.2081812273819765,0.0654168211096049,0.1069938735891349,-0.0650815170309221,0.2907078532537004,0.1400389035046441,0.0049961250662398,-0.0617825224696031,0.1665295000491333,-0.001537948949535,0.0467309003801932
2001-12-31 00:00:00+00:00,-0.2566898877569631,-0.0320749224830728,-0.3497910299363477,0.1543004737555904,-0.1599436577778397,-0.1266284250218045,-0.046949501232286,-0.2935604161215956,0.0333281284306119,0.0217654040171273,-0.0666144074513032
2002-03-31 00:00:00+00:00,0.2685620244941757,0.0855741014151256,0.4993547482926981,-0.1351545865702115,0.3569445595340412,0.0179714344359527,-0.0581233784882954,0.2997682028601152,0.031327172316093,0.0338186362466237,0.0774198220036304
2002-06-30 00:00:00+00:00,0.0637175484909748,0.0417615656604126,0.049787009758144,-0.073333084229579,0.026703935358227,0.0660507425458998,0.1083332964239753,0.2479584325268475,0.1173481551023836,0.1063496288821961,0.0110481130828163
2002-09-30 00:00:00+00:00,0.1005729921638209,-0.1323381677896246,-0.3025348076929602,-0.1748606565807922,-0.1254362834031708,-0.048898254543214,0.0140526862731551,-0.2650833517046994,0.0051381003699471,0.0814431874264987,-0.0045110620631095
2002-12-31 00:00:00+00:00,-0.1412257732169161,0.1324183003773025,-0.1494733171692926,-0.297147791523157,-0.2539819861301026,-0.2575123809642694,-0.1330525774859778,-0.1008896400256772,0.0266232184910477,-0.108123805660067,-0.1786899974929864
2003-03-31 00:00:00+00:00,0.176490521185628,0.1632410534738442,0.0199882811654057,0.412580631452514,0.1347467978294374,0.0793200061538823,0.1107229592091332,0.0084335282914962,0.0367899217827423,-0.100085170408297,-0.0494870680411797
2003-06-30 00:00:00+00:00,0.0592967331548157,0.0216108664131382,-0.0432454198323185,-0.2516282811724417,-0.0773929347231778,0.1472843171832609,-0.0906801756645054,-0.4178179510347601,0.0287993205719343,-0.0941510655573141,-0.0237655395635058
2003-09-30 00:00:00+00:00,-0.0320287318116081,0.0059000960051964,0.3481656335320142,0.2424950939207535,0.2832345990024112,0.1568414362662133,0.2915699118219901,0.4422230833666047,0.0980502541833687,0.1564878117209425,0.1178134655657843
2003-12-31 00:00:00+00:00,0.0267988245645471,0.0702435100200944,0.0890515426926032,-0.1147343760426204,0.0934678791160696,0.0025027709358047,0.0121515199853801,0.1216977339129432,0.0582094083777779,-0.0512833004921331,0.0194091602520982
2004-03-31 00:00:00+00:00,0.0574751712985817,0.121542468925853,0.0235689208276927,0.1828180903478597,0.03763152550092,0.053440239985903,0.2013651125128377,0.3223939557312925,0.0670351098253625,0.1526315110577518,0.1859125070768825
2004-06-30 00:00:00+00:00,0.0663975011419857,0.0744984827426755,0.2739656297912662,-0.0392597493105574,-0.0163219760670593,0.0954477438851653,-0.044521514524724,0.2452560611278831,0.0493958676934498,0.0096267400060177,0.0327245336699679
2004-09-30 00:00:00+00:00,0.2247717256758818,0.2222223976749289,0.1914433732659688,-0.0076285959252098,-0.0218802068573242,-0.1654902158330762,0.0090764557480376,-0.0126613956601656,0.0083144583337408,0.0004947471543672,0.0710776054275694
