Date,ETN,RHI,MMM,VRTX,BAX,HOLX,ADBE,SNPS,MSFT,T,OMC,RCL,TSCO,DRI,WEC,SRE,NEE,MCO,RJF,AJG,IFF,SHW,ALB,AMT,ARE,PSA,MNST,CLX,CAG,CVX,COP,VLO
2000-03-31 00:00:00+00:00,-0.0685151984510634,0.0347221184598673,-0.0006628161760624,0.4042056074766356,-0.0949878396469949,0.0105263157894737,-0.0146554244782969,-0.0854402789886661,0.2508387724524661,-0.0983210486578,0.0889227936703733,-0.0438147074954933,-0.0592594913910419,-0.0314688290393305,-0.0378553376114729,-0.0278214282323226,-0.0638299614694917,0.0679015965397691,-0.0622625591317295,0.1653747795398292,-0.0238799991840715,-0.0092317224734767,-0.0281385372717184,0.1061325279308931,0.0714804450022574,-0.0035860787437523,0.0,0.11001428822183,-0.0265956545058709,-0.0959468897910346,-0.0681233611397841,-0.0838329667149713
2000-06-30 00:00:00+00:00,0.096176565938798,0.6890373027842642,-0.0201832877060196,0.2146422628951747,0.0590736236108786,0.2916666666666667,0.610499711987474,-0.3050524308865586,-0.2203752144819758,-0.0409782650362249,-0.0165792943649769,-0.42671287621162707,0.29133802409028303,0.0252706881516784,0.0766669261978763,-0.0260409407914575,0.1131912210961567,-0.0231210841591024,0.1639252928371608,0.0374235006235508,0.0181433603591589,0.1131040449708138,0.1188025740773486,0.5394443615807947,-0.0182718151835976,-0.0366104494320556,0.0289835734623205,-0.2943799742045343,-0.178149863674936,0.1132232198724809,0.0354098958939621,0.6724217116051194
2000-09-30 00:00:00+00:00,-0.0972008160978591,0.2768217894813183,-0.0791036423702473,1.367123287671233,0.1417080687584686,-0.0483870967741935,0.2116112519387962,-0.1975308641975308,-0.1196693841957949,0.0481136852841419,-0.0468272272799465,-0.2773743963864954,-0.2408536269417061,-0.0719574028213736,0.0345145603675467,0.0743088506528408,0.1117858906656104,0.0295854879754247,0.117012823095761,0.2899893851852715,-0.1305279475638686,0.0136400285555953,0.0833924841449953,-0.0692515343896734,0.1548900572626625,0.1202544952266866,-0.0140836341501371,0.3344709022656702,0.057837789819122,-0.0626725223480734,0.1043598095715359,-0.0189079895493802
2000-12-31 00:00:00+00:00,-0.1017844297929267,0.1804979515621261,0.0973140060087522,0.5185185185185186,0.0994717970496807,-0.059322033898304996,0.2748975236052471,0.0119658119658119,-0.2609380058127332,0.0831298509088818,-0.184021375488981,0.3317598046151429,-0.321285209533577,0.2775666502451079,-0.0309868621145265,0.1921022547511108,0.3838647866673625,0.2528735953008274,0.3824523078717747,0.3880793381371161,-0.4090405363993226,-0.0727655607061138,-0.1146964730970637,-0.1041668634855074,-0.007245868299778001,-0.0014996291597028,0.2285783136981687,-0.1209189708268273,0.0583887836770291,0.0168260948421086,0.2527932162782231,0.1313849411365832
2001-03-31 00:00:00+00:00,0.4923400013037635,-0.326889098491425,0.3079490773549478,-0.2301829268292683,0.1641544727962738,-0.2792792792792793,-0.4264442437114182,0.1942567567567568,-0.2663847752474088,0.0128236130658248,0.0709741544970252,0.0037295377545201,-0.1893495075333066,0.0794311251743415,0.1438735412152048,0.0962211721958239,0.03765964901861799,-0.0304031848146349,0.1345918218321273,0.086664688842333,0.1418226352332809,0.2135035617589784,0.2374942123439687,-0.0365445980202971,0.0937379772477857,0.0503700511452318,-0.2906947383717081,-0.137482908980716,0.2649061925423792,-0.0009437932045175,-0.095587572575737,0.0182964483171115
2001-06-30 00:00:00+00:00,0.0119310282853255,-0.0813578064654705,-0.1392498770524217,-0.4732673267326732,0.0340872371273519,-0.1999999999999999,-0.2721931979237211,0.0410183875530409,0.2867434571731382,-0.125455803711046,0.058235351854323,-0.1005670124733971,0.6423362693224739,0.0607733969972557,-0.0068830304946256,0.0468801485392034,-0.1210581210661335,0.0337095236235216,-0.2131009051239504,-0.1214585083447021,0.0860959598232424,0.0341710270698927,-0.0406833106011752,-0.4921378070539519,0.0305638462427941,0.1049494810777722,-0.1229541812006514,-0.079992086555516,-0.2835824099921983,0.0185497061826562,-0.0572433692647401,-0.0070968949961762
2001-09-30 00:00:00+00:00,0.0766818777846847,0.1073212966024139,0.1549106940453342,0.4099248441538416,0.0789811988540638,0.6124999523162842,0.3812783806074482,0.0108695652173913,0.2649493445092143,-0.0650815170309221,0.0473571494198181,-0.0206184070684249,0.1164448666499295,0.1857181305121655,0.1156193232974207,0.1959126188193769,-0.0103678819135599,0.2508531339904478,0.0705247479787651,-0.0163842417869573,0.1933780720010951,-0.1173576017446389,0.0387970709417317,0.0994017554604134,0.0546036484668683,0.1407498399771423,0.0646550889717776,0.126687323568065,0.0909006633181406,0.0467309003801932,0.0630799494035259,0.0208755378096188
2001-12-31 00:00:00+00:00,-0.175343968459706,-0.1786448496149966,-0.1693472291026012,-0.636305485311585,0.1100001640313206,-0.2170542108418727,-0.4868568195876916,-0.1649461971816196,-0.2664303150288024,0.1543004737555904,-0.2632738107468498,-0.527413424956044,0.1433120680844921,-0.1020768493573418,-0.0469068008312505,-0.0888055382273258,-0.0957632888728168,0.0852652694745275,-0.12057088389224499,0.2687958236161654,0.0688062566511762,-0.0016863370054772,-0.18831317807963896,-0.3379443192164634,0.045372237973557,0.1481769589582686,0.0168540680334872,0.0650034785263757,0.1600908170867039,-0.0666144074513032,-0.0547438045117603,-0.0118482311259157
2002-03-31 00:00:00+00:00,0.2631678127536974,0.3249998069805166,0.2156226091225823,0.4392963057843566,-0.0322817036158717,0.9405940238803816,0.3227923944041866,0.5158382136175352,0.2944587906728717,-0.1351545865702115,0.4156894119758614,0.5985103387443385,0.9008354397758926,0.3727072008162971,0.0216198274557699,0.0047988870865944,0.071343238271982,0.0863207571575925,0.3386696638460997,0.0019994148608952,0.0786324872661763,0.2220723843086953,0.3118271967790402,-0.2544778927885585,0.031737717595577,0.0200161340432625,0.132597831847024,0.0650428848616295,0.0708986376580342,0.0774198220036304,0.1397152713641121,0.0901980835254441
2002-06-30 00:00:00+00:00,0.0902366861190886,0.0943399316718147,-0.0106677306553519,0.157294154808306,0.1071565096246962,0.6051019628660637,0.2761846812728683,-0.0832484110612998,-0.0993444141855334,-0.07333308422957902,0.0461475965895989,0.3538484258834717,0.3774919565926482,0.1138124039164498,0.1020031502282614,0.0259622427157473,0.04748367681326401,0.0222473379305288,-0.0228349849755244,-0.0299788310329994,0.19733758562484802,0.0764118495735215,0.1619980425627749,-0.4684681777368898,0.0988017140404298,0.1191382878454883,0.0365973936050925,0.1051894600703156,0.0252168212651238,0.0110481130828163,0.0666499602696852,0.2704835425678318
