Date,IEX,BAX,GLW,T,GPC,ED,MTB,MLM,REG,KR,WMB
2000-03-31 00:00:00+00:00,0.0952382936637092,-0.0949878396469949,0.2655849731460236,-0.0983210486578,-0.0586789753113149,-0.0217393774671263,-0.131276175513201,0.0945951085171503,-0.0184618770302094,-0.12173906281105,-0.0597090124956909
2000-06-30 00:00:00+00:00,-0.1013792889993844,0.0590736236108786,0.4866946904568408,-0.0409782650362249,0.0175974608845774,-0.1259122500199131,0.1500877506217719,0.1584250216422869,-0.0075288244275504,-0.0033004989304649,0.4116071513075081
2000-09-30 00:00:00+00:00,0.2029681110120296,0.1417080687584686,0.512982767307893,0.0481136852841419,-0.1216392172019343,0.062005466997427,-0.0315960620810603,-0.1072629252086403,0.2013463795472465,0.1622519419262582,-0.0338789464831208
2000-12-31 00:00:00+00:00,-0.1278697512739548,0.0994717970496807,0.078285332582435,0.0831298509088818,-0.0831604602873221,0.1631384997112039,0.1495895365695025,-0.0930421634818016,-0.0018659037905882,0.0085463017315476,0.0301769996877081
2001-03-31 00:00:00+00:00,0.1281863210772889,0.1641544727962738,-0.5174123054422449,0.0128236130658248,0.4073292344908066,0.0997670220250819,0.2624046461167177,0.0872744838585841,0.0914879029993953,0.2062153453789224,-0.1167388857246115
2001-06-30 00:00:00+00:00,-0.1069090591293976,0.0340872371273519,-0.5790153310070256,-0.125455803711046,0.0003733159741661,0.0162024390265429,0.076609121104811,0.0421135839401105,0.0625687202761995,-0.0542386834940523,0.151823185694178
2001-09-30 00:00:00+00:00,0.1874715308808756,0.0789811988540638,-0.1530986295354759,-0.0650815170309221,0.2295249142852684,0.079237327361215,0.1180327406826515,0.1688785603095257,0.044837664350255,0.0071311982495083,-0.1680460524022747
2001-12-31 00:00:00+00:00,-0.1792714410822211,0.1100001640313206,-0.4851192313690313,0.1543004737555904,0.0443541344609395,0.0379219664029726,-0.0531712501873363,-0.2229617317443464,0.0227956325525844,-0.0562549286262716,-0.1803629928322936
2002-03-31 00:00:00+00:00,0.268644018003507,-0.0322817036158717,0.0612717061409915,-0.1351545865702115,0.1063020892415071,0.009283222244945,-0.006368532442038,0.2223857352802019,0.0921489905454169,-0.1446437845321807,-0.0304348702952613
2002-06-30 00:00:00+00:00,0.1207601434242786,0.1071565096246962,-0.1525053684818164,-0.073333084229579,0.023184356639327,0.036689042557128,0.1222045146307004,-0.099826581328189,0.0969841813031973,0.0623780259066057,-0.0774821848914848
2002-09-30 00:00:00+00:00,-0.1322953049451528,-0.2718149648485386,-0.556555382336001,-0.1748606565807922,-0.0746422204312892,0.0013252499263269,0.0494310566886784,-0.0849261038899956,0.0462160985641724,-0.0802749620850554,-0.7549040833638696
2002-12-31 00:00:00+00:00,-0.1119079070503566,-0.3081056963196728,-0.5362316592226819,-0.297147791523157,-0.0485359118378955,0.0221305670088596,-0.0322886138687031,-0.1578008924567883,0.0392337150667032,-0.3092270004923857,-0.5939664713984334
2003-03-31 00:00:00+00:00,0.1648115799580891,-0.013045489065789,1.343748892548042,0.412580631452514,0.0062257561127714,0.053166955793388,0.0025595360932,-0.0039054062322547,0.0743589919717422,0.153790721441128,0.2368180088425522
2003-06-30 00:00:00+00:00,-0.1312879680044446,-0.353085134249442,0.5626666425493647,-0.2516282811724417,-0.018630267265967,-0.0873120670776673,0.0038427257214075,-0.1073108659013015,0.0449407790928506,-0.1564456759728382,0.7778555614802021
2003-09-30 00:00:00+00:00,0.2124254622236243,0.3782324334389229,0.2730378266068911,0.2424950939207535,0.0691324858706785,0.1317001108305056,0.0487192542931957,0.2291362371771057,0.0728336159370193,0.2381308357754614,0.5198066487163184
2003-12-31 00:00:00+00:00,0.0757179494340569,0.1688824517424334,0.2533520941495955,-0.1147343760426204,-0.0057591963964678,-0.0360275600600775,0.0470656192048752,0.1151909633847938,0.0514714621285437,0.1174353209408811,0.2914145930332301
2004-03-31 00:00:00+00:00,0.0999970273819599,0.0294080036633539,0.0983950713936374,0.1828180903478597,0.0401274806734424,0.0557462819854206,0.1006677704164265,0.2226850674847775,0.1047740412655671,-0.0091151602167232,0.006145978926465
2004-06-30 00:00:00+00:00,0.0656550241256153,0.0232020061176279,0.122687258538505,-0.0392597493105574,-0.0008087244559151,0.0405265055707457,-0.0744151234088902,0.018091440576941,0.2014170627656979,-0.095779069416017,0.0203619384828814
2004-09-30 00:00:00+00:00,0.142515560194864,0.0997732035463447,0.0910667037534838,-0.0076285959252098,0.2135230630277746,-0.0948206884168574,-0.0286827178734643,-0.0552724983746832,-0.0688612080420902,0.0771992688160012,0.2103938758901968
2004-12-31 00:00:00+00:00,0.0638791085702357,-0.0456556927556484,-0.0834657527722149,0.1093593993908712,-0.000248001291124,0.0889132389144888,0.1253585589111594,0.0476696122277906,0.0943414044059893,-0.1222221456087314,0.0297370188766552
2005-03-31 00:00:00+00:00,0.1172025651882191,0.088187624416665,0.0156115154689469,-0.012693255423931,0.123704117978167,0.0363994109417067,0.0890544100382924,0.1375201077475316,0.1781014752523826,0.0854428383128038,0.248436571972394
2005-06-30 00:00:00+00:00,0.0083239181661689,-0.0251304956063865,-0.048676289458001,-0.0596115856214495,0.0039654626030034,-0.0212083501898958,-0.0432012061004415,0.0785869970090686,-0.1124399848904309,-0.0862972085581826,0.2305605237926489
2005-09-30 00:00:00+00:00,-0.01202871954057,0.098666814956982,0.5161576760853708,0.0296053969779148,-0.0394304159168756,0.1395489840101988,0.0510404100721524,0.2291217391928732,0.2159300641651587,0.2035735666783928,0.0079461048521558
