Date,AOS,ABT,NVDA,OMC,RCL,SO,PGR,ALB,PSA,CPB,VLO
2000-03-31 00:00:00+00:00,0.0087207225046153,-0.0651090547142444,0.2869456638912162,0.0889227936703733,-0.0438147074954933,-0.0293334041580348,-0.1121739383050829,-0.0281385372717184,-0.0035860787437523,-0.1617444786611486,-0.0838329667149713
2000-06-30 00:00:00+00:00,-0.1478539960224525,0.0623405816753217,0.6635564074815481,-0.0165792943649769,-0.426712876211627,0.0079108024166441,0.1083614891329045,0.1188025740773486,-0.0366104494320556,-0.1709750579868384,0.6724217116051194
2000-09-30 00:00:00+00:00,0.1706108499714369,0.2036423551916184,0.5698222564178672,-0.0468272272799465,-0.2773743963864954,0.0654656636779988,-0.031211871898475,0.0833924841449953,0.1202544952266866,-0.0441563842582695,-0.0189079895493802
2000-12-31 00:00:00+00:00,-0.4105428623418712,0.0866070940762679,0.3077684763549888,-0.184021375488981,0.3317598046151429,0.3639466093589694,0.1330705230912388,-0.1146964730970637,-0.0014996291597028,-0.1154842736430356,0.1313849411365832
2001-03-31 00:00:00+00:00,0.3630648684069695,0.00781433269486,-0.625487482192888,0.0709741544970252,0.0037295377545201,0.0171827045535211,0.1626054349011074,0.2374942123439687,0.0503700511452318,0.3714549792617192,0.0182964483171115
2001-06-30 00:00:00+00:00,0.1325820289777843,-0.0316141416405015,1.0772413757172656,0.058235351854323,-0.1005670124733971,0.1069722438279607,-0.0112874426193955,-0.0406833106011752,0.1049494810777722,-0.149022044675081,-0.0070968949961762
2001-09-30 00:00:00+00:00,-0.0377369928755105,0.0686428619207171,0.4253632600206494,0.0473571494198181,-0.0206184070684249,0.0971609243688458,0.3750987585770073,0.0387970709417317,0.1407498399771423,-0.0580776280751957,0.0208755378096188
2001-12-31 00:00:00+00:00,-0.1690348802768231,0.0739327382846328,-0.4327613614708144,-0.2632738107468498,-0.527413424956044,0.0792342432785304,-0.0041038384223857,-0.188313178079639,0.1481769589582686,0.0280884463863118,-0.0118482311259157
2002-03-31 00:00:00+00:00,0.2912089108941702,0.0620122413274284,1.6770066022871353,0.4156894119758614,0.5985103387443385,0.0428431680885232,0.10722826275564,0.3118271967790402,0.0200161340432625,0.0777047554587742,0.0901980835254441
2002-06-30 00:00:00+00:00,0.3841615790001809,-0.0429236178018539,-0.351708922938438,0.0461475965895989,0.3538484258834717,0.0536283120564387,0.1262293402740584,0.1619980425627749,0.1191382878454883,-0.1072029145078904,0.2704835425678318
2002-09-30 00:00:00+00:00,0.164464506832114,-0.2963691997321706,-0.6071514146202825,-0.5658591323761135,-0.0870000608595101,0.0330441009393052,0.0306644065876657,0.1475672412341742,0.0002908239879411,0.0323034410480969,-0.2235896989652566
2002-12-31 00:00:00+00:00,-0.0300034097795903,0.1338654721753838,-0.4737422111040346,0.3962978260558143,-0.1642879938364069,0.0917544720427863,-0.0698310127661756,-0.1263367100683875,-0.1230709181013341,-0.1548986161170553,-0.2918392420025875
2003-03-31 00:00:00+00:00,-0.0230532933336248,-0.0408355376379799,0.3647341648153503,0.1781635646354107,0.0823455708142451,0.0044237664451369,-0.0388343035433496,0.0462767814464697,0.0349584364237507,0.0668815405833982,0.4247483094676383
2003-06-30 00:00:00+00:00,-0.0505186621181754,-0.0226907628432242,0.0771765852193697,-0.1762595338890289,-0.1671775333662408,-0.0030467216665699,0.2059799910256989,-0.1443265071551832,-0.0324241071704458,-0.1116624782513306,0.1015343254289706
2003-09-30 00:00:00+00:00,0.0689235399943755,0.1261279785934319,0.7986425805085617,0.3256705922151111,0.5475231799732716,0.0820737346001774,0.1976345934678374,0.1726169297763888,0.1122876288454195,0.1527053755545073,-0.1348227136517776
2003-12-31 00:00:00+00:00,-0.0141498677457962,-0.0121229663669975,-0.3249457606667963,0.02993142219295,0.2929612940277861,-0.0184923272579369,-0.0235270998155344,0.008524669101187,0.1736043720252726,0.1031038606920455,0.0486752124644036
2004-03-31 00:00:00+00:00,0.2538218268042538,0.0991817769255436,0.4335341894837341,0.176436213329596,0.2091679212300425,0.0273965361234318,0.1448075624260194,0.0678555428018299,0.1219590542809216,0.0032089059994766,0.220843574398956
2004-06-30 00:00:00+00:00,-0.1699550330757522,-0.0998504564012996,0.1234835206320599,-0.0763924395272112,0.2850828131164256,0.029507438904021,0.0710654188732413,-0.0142119387294789,0.1339688646382222,0.0093589651754273,0.2616685327939481
2004-09-30 00:00:00+00:00,0.067971543729923,0.1242680000612144,-0.2468172080395535,-0.071199494459927,-0.0179474516483498,-0.0450690351165131,-0.0388247017962124,0.0578489653940512,-0.0539559088170358,-0.0046374398162717,0.2943306757693258
2004-12-31 00:00:00+00:00,-0.1893883447879264,0.0428108417645913,-0.22580635661371,-0.003608164573862,0.0136032228647637,0.0606889319108567,-0.0031711984734159,0.1364247758619465,0.0986459910094439,0.0026228306643767,0.0884961590717803
2005-03-31 00:00:00+00:00,0.1821741776623293,0.1131585430552604,0.5595234725739868,0.1494998181727926,0.2242576104223996,0.1056469842186973,0.0366821897125488,0.0808229003230289,0.1053005955799184,0.1309645907857595,0.0619298975971185
2005-06-30 00:00:00+00:00,-0.0228783442079939,-0.0047892504056524,-0.0021219028779843,0.0374750868358952,-0.180177711498044,-0.0232756249841179,0.0320746700904215,-0.0506265861569331,0.0257066050826364,-0.0417367808157009,0.8082070842458411
2005-09-30 00:00:00+00:00,-0.0455392608191851,0.0676154067744203,0.1406749045255193,-0.0775365690554049,0.10361179603554,0.1104942755876117,0.0871054993839499,0.023458245443787,0.1370134881522338,0.088984508568666,0.0463162801000489
2005-12-31 00:00:00+00:00,0.0870079940747643,-0.1287993131494882,0.3122184409624311,0.0285812307015675,-0.1078677890711586,0.0391862048547324,0.0660130468174211,0.0381851593255488,0.0627732201304416,-0.0325877129337693,0.4304020730165678
2006-03-31 00:00:00+00:00,0.267988655165519,-0.0628985641461578,0.085179590847539,0.0449320809243061,0.0414113259406043,-0.0172287481370203,0.1042475668162294,0.0856419454070611,0.0512448642803047,0.0240780233461492,-0.0623538692481511
2006-06-30 00:00:00+00:00,0.4458633226482056,0.0918519203360339,0.5149131569418894,-0.0377683934833877,-0.0477245297872415,-0.061771034818629,-0.1072564350326444,0.1218067630324881,0.1347678292002434,0.0883328102996323,0.0860916472433566
2006-09-30 00:00:00+00:00,-0.1176317911546479,0.0230055423639687,-0.2538858767170928,0.0938882712309183,-0.0943207920677633,0.0043242327984991,0.0001362787012841,0.0532625332909078,-0.01323012443342,0.1617502370352017,0.1359291311728274
2006-12-31 00:00:00+00:00,-0.1506325786304647,0.1143071375708777,0.3351860939960644,0.0387772849091649,0.0025670423206709,0.0904135847169371,-0.0563446459828723,0.1391291940487262,0.1151175272206104,-0.0351606529954741,-0.2376246058289128
2007-03-31 00:00:00+00:00,-0.0562733437931177,0.0216065157494322,0.2510389064209828,0.0900953232101984,0.135375919162705,0.0737173429463138,-0.0028946586508669,0.3230450423919808,0.1627709112035824,0.08271214689922,-0.0159545136510931
2007-06-30 00:00:00+00:00,0.0342263573187431,0.1463710838827006,-0.2031588274811431,0.0095385657105127,-0.0277683443871109,0.0134688830877032,-0.107393442884447,0.1704299080290292,-0.0263234358691716,-0.007216633955674,0.3001076833498404
