Date,RSG,STE,GLW,OMC,DLTR,XEL,AJG,VMC,O,MNST,OKE
2000-03-31 00:00:00+00:00,0.1243777037985731,-0.2333330004514668,0.2655849731460236,0.0889227936703733,0.0771349781488774,-0.0501912898790625,0.1653747795398292,0.0015900318375283,-0.0349808912688006,0.0,-0.089449553971743
2000-06-30 00:00:00+00:00,-0.1548671410109154,0.0310555862106232,0.4866946904568408,-0.0165792943649769,0.1202046765653674,0.03947372268903,0.0374235006235508,0.1964231283664954,-0.0172992910058792,0.0289835734623205,0.0218079830232533
2000-09-30 00:00:00+00:00,0.3507860454240612,-0.1265061578456612,0.512982767307893,-0.0468272272799465,0.0873287648415561,0.056399717302104,0.2899893851852715,-0.0678792569389689,0.226798208252376,-0.0140836341501371,0.0953224312707543
2000-12-31 00:00:00+00:00,-0.1744186378209621,0.4620691531578877,0.078285332582435,-0.184021375488981,0.007873967499645,0.3952728307768376,0.3880793381371161,-0.0690605655281954,0.0023112994652219,0.2285783136981687,0.4778364420313239
2001-03-31 00:00:00+00:00,0.2441312737928735,0.235849097259359,-0.5174123054422449,0.0709741544970252,-0.4249999624490729,0.0345425636127887,0.086664688842333,0.1514765576887031,0.072452205129722,-0.2906947383717081,0.178211518364217
2001-06-30 00:00:00+00:00,0.1018859772982043,-0.1786261800957422,-0.5790153310070256,0.058235351854323,-0.1847826424979067,0.088841023896554,-0.1214585083447021,0.0094098959415471,0.103750864609893,-0.1229541812006514,-0.1293636661564406
2001-09-30 00:00:00+00:00,0.0849321866052201,0.5070632549897334,-0.1530986295354759,0.0473571494198181,0.4816000366210937,-0.0502789762128512,-0.0163842417869573,0.1929777699759911,0.1083132257424333,0.0646550889717776,0.0007527483133129
2001-12-31 00:00:00+00:00,-0.1878791539498192,-0.1055743430878046,-0.4851192313690313,-0.2632738107468498,-0.3225342421595305,-0.0041923217626068,0.2687958236161654,-0.2230965609205071,0.0223872343768281,0.0168540680334872,-0.160297451217145
2002-03-31 00:00:00+00:00,0.243160159852444,-0.0016549999702942,0.0612717061409915,0.4156894119758614,0.6259298990060378,0.0207183211303942,0.0019994148608952,0.1216562849452569,0.038934200998361,0.132597831847024,0.070304934729608
2002-06-30 00:00:00+00:00,-0.0445223961749848,0.1690607310160725,-0.1525053684818164,0.0461475965895989,0.0464052321191905,-0.1052824525178066,-0.0299788310329994,0.0042971947132006,0.1512340841490833,0.0365973936050925,0.1978399383974365
