Date,PH,BIO,NTAP,T,MGM,SRE,WFC,APD,AVB,KR,CVX
2000-03-31 00:00:00+00:00,0.0303434903370749,-0.0904522613065326,0.3600002313793455,-0.0983210486578,-0.0169047440372486,-0.0278214282323226,-0.165333220299469,0.023001282933222,0.06202142321944,-0.12173906281105,-0.0959468897910346
2000-06-30 00:00:00+00:00,-0.1398560688862167,0.1823204419889503,0.5970587985100231,-0.0409782650362249,0.018265049395294,-0.0260409407914575,0.1227215980024969,-0.0760567144364081,0.0885243563269559,-0.0033004989304649,0.1132232198724809
2000-09-30 00:00:00+00:00,-0.1432861324604536,-0.0934579439252336,0.2200740755865118,0.0481136852841419,0.3750003271264845,0.0743088506528408,-0.0636907802113507,0.0391269363584352,0.169359208095938,0.1622519419262582,-0.0626725223480734
2000-12-31 00:00:00+00:00,-0.0764283820736825,-0.0762886755245247,0.4754711638478439,0.0831298509088818,0.1155297653487941,0.1921022547511108,0.1628933624058359,0.1571655940749166,0.1227815613533873,0.0085463017315476,0.0168260948421086
2001-03-31 00:00:00+00:00,0.3471409256345885,0.4330356705705722,-0.5790281345478282,0.0128236130658248,-0.2631576079616171,0.0962211721958239,0.1520521223280346,0.1342608659105812,0.0755705607054078,0.2062153453789224,-0.0009437932045175
2001-06-30 00:00:00+00:00,-0.0829451380766593,0.0903427309573512,-0.7035237502926115,-0.125455803711046,-0.0863937872559421,0.0468801485392034,-0.0744690194411495,-0.0159004864605596,-0.0644276806618969,-0.0542386834940523,0.0185497061826562
2001-09-30 00:00:00+00:00,0.0675403877995854,0.3685714721679687,-0.1252456195531233,-0.0650815170309221,0.2348180835310769,0.1959126188193769,-0.0487090301368593,0.1720706883287324,0.0546137823178214,0.0071311982495083,0.0467309003801932
2001-12-31 00:00:00+00:00,-0.1999930117894468,-0.0292275883357232,-0.5097451432374202,0.1543004737555904,-0.2983606741896644,-0.0888055382273258,-0.0492889262286123,-0.1640462428906232,0.021730669479449,-0.0562549286262716,-0.0666144074513032
2002-03-31 00:00:00+00:00,0.3656807091787319,0.329032241657216,2.6360855271239743,-0.1351545865702115,0.3574764430365234,0.0047988870865944,-0.0169137535801656,0.2285504512305725,-0.0034834477910025,-0.1446437845321807,0.0774198220036304
2002-06-30 00:00:00+00:00,0.0731952804970472,0.18349515036543,-0.1164849207764443,-0.073333084229579,0.2220314041381734,0.0259622427157473,0.1328235420463279,0.0842817839287608,0.0739958906561442,0.0623780259066057,0.0110481130828163
2002-09-30 00:00:00+00:00,-0.0671523932194703,0.1812961751009689,-0.4464538492662778,-0.1748606565807922,-0.0856340979118455,-0.1109560206723674,0.013707661514837,0.0013062134317796,-0.0607072884074817,-0.0802749620850554,-0.0045110620631095
2002-12-31 00:00:00+00:00,-0.1194832409859686,-0.074074090426514,-0.3078244979286791,-0.297147791523157,0.1823783507898384,-0.069621694816284,-0.0048535686778485,-0.1188040648393007,-0.0785335823915251,-0.3092270004923857,-0.1786899974929864
2003-03-31 00:00:00+00:00,0.1887735880769117,-0.0447500228881836,0.3291923596501529,0.412580631452514,-0.1050026087042537,0.2107172808254913,0.000688915605006,-0.0364685942745495,-0.0396650605795197,0.153790721441128,-0.0494870680411797
2003-06-30 00:00:00+00:00,-0.1741663918685624,-0.0434441216222557,0.0532713873405064,-0.2516282811724417,-0.188064044337302,0.0401286679946621,-0.0406166593801908,-0.006267935289439,-0.0265381436236264,-0.1564456759728382,-0.0237655395635058
2003-09-30 00:00:00+00:00,0.0677840883289253,0.5471956338571036,0.4791478843134018,0.2424950939207535,0.211545533658924,0.1458221846283094,0.1020810713307978,-0.0051961543335979,0.1748410622020599,0.2381308357754614,0.1178134655657843
2003-12-31 00:00:00+00:00,0.1035140790762136,-0.0981432239069475,0.2603472585981037,-0.1147343760426204,0.094998350232321,0.0640637308813214,0.0527067651780659,0.1109011290186303,0.0903949215702852,0.1174353209408811,0.0194091602520982
2004-03-31 00:00:00+00:00,0.3047415118592946,0.1452941146551394,-0.0133263411781379,0.1828180903478597,0.0059458906594032,0.0133607728333846,0.1085344295166179,0.1499832437388328,0.0259964356997786,-0.0091151602167232,0.1859125070768825
2004-06-30 00:00:00+00:00,-0.0372590703698467,-0.0376647965876844,0.0680174309854944,-0.0392597493105574,0.2407310309445256,0.0680540107135174,-0.0081147413605591,-0.0453434495847107,0.1562593030399452,-0.095779069416017,0.0327245336699679
2004-09-30 00:00:00+00:00,0.019737552512455,0.0345134757695122,-0.0578138460664426,-0.0076285959252098,0.0086617481480342,0.0783953481963108,-0.0036691735458481,0.0341653940777051,0.0657088139584007,0.0771992688160012,0.0710776054275694
2004-12-31 00:00:00+00:00,0.0288357125684424,-0.0889080283401495,0.1634706641055718,0.1093593993908712,0.0702016499459599,0.0725399462046456,0.0725720187290002,0.0653270562578409,0.0926782142073767,-0.1222221456087314,0.163367443794846
2005-03-31 00:00:00+00:00,0.2564525626419365,0.0790864224785179,0.3473425280645434,-0.012693255423931,0.4377132223715496,0.0012864473734346,0.0368989319463304,0.069645930733142,0.2231364743997128,0.0854428383128038,-0.048825611078342
