Date,CSX,UHS,ADBE,T,DLTR,SRE,AJG,SHW,ARE,GIS,CVX
2000-03-31 00:00:00+00:00,-0.1361257572339735,0.1309298733494841,-0.0146554244782969,-0.0983210486578,0.0771349781488774,-0.0278214282323226,0.1653747795398292,-0.0092317224734767,0.0714804450022574,-0.0862359540387405,-0.0959468897910346
2000-06-30 00:00:00+00:00,-0.2464900704534375,0.3154363833672708,0.610499711987474,-0.0409782650362249,0.1202046765653674,-0.0260409407914575,0.0374235006235508,0.1131040449708138,-0.0182718151835976,0.0485028231824251,0.1132232198724809
2000-09-30 00:00:00+00:00,-0.016670793195421,0.359693219292311,0.2116112519387962,0.0481136852841419,0.0873287648415561,0.0743088506528408,0.2899893851852715,0.0136400285555953,0.1548900572626625,0.07441264731352,-0.0626725223480734
2000-12-31 00:00:00+00:00,-0.0650959194367866,0.2814259782490813,0.2748975236052471,0.0831298509088818,0.007873967499645,0.1921022547511108,0.3880793381371161,-0.0727655607061138,-0.007245868299778,-0.0604247685437925,0.0168260948421086
2001-03-31 00:00:00+00:00,0.2601366178928619,0.1793563903422186,-0.4264442437114182,0.0128236130658248,-0.4249999624490729,0.0962211721958239,0.086664688842333,0.2135035617589784,0.0937379772477857,0.2444968010516848,-0.0009437932045175
2001-06-30 00:00:00+00:00,0.3311121698115897,-0.1426941626762569,-0.2721931979237211,-0.125455803711046,-0.1847826424979067,0.0468801485392034,-0.1214585083447021,0.0341710270698927,0.0305638462427941,-0.0209844781083213,0.0185497061826562
2001-09-30 00:00:00+00:00,0.0513323188736349,0.0331324182267567,0.3812783806074482,-0.0650815170309221,0.4816000366210937,0.1959126188193769,-0.0163842417869573,-0.1173576017446389,0.0546036484668683,0.0290038305274349,0.0467309003801932
2001-12-31 00:00:00+00:00,-0.1529407189547174,0.0865668253750246,-0.4868568195876916,0.1543004737555904,-0.3225342421595305,-0.0888055382273258,0.2687958236161654,-0.0016863370054772,0.045372237973557,0.0258794766295233,-0.0666144074513032
2002-03-31 00:00:00+00:00,0.1937882048700814,-0.1228069544046651,0.3227923944041866,-0.1351545865702115,0.6259298990060378,0.0047988870865944,0.0019994148608952,0.2220723843086953,0.031737717595577,0.1497007311084639,0.0774198220036304
2002-06-30 00:00:00+00:00,0.058363025674454,-0.0044707342873607,0.2761846812728683,-0.073333084229579,0.0464052321191905,0.0259622427157473,-0.0299788310329994,0.0764118495735215,0.0988017140404298,-0.0476863217620743,0.0110481130828163
2002-09-30 00:00:00+00:00,-0.0379611801404181,0.1229019023502553,-0.3349919903809115,-0.1748606565807922,0.1574016550151311,-0.1109560206723674,0.0503583793976436,0.0164111398353461,0.0954669221580857,-0.0819128650847572,-0.0045110620631095
2002-12-31 00:00:00+00:00,-0.2391044437102503,0.0753524902808375,-0.2802640065554868,-0.297147791523157,-0.3990825889925965,-0.069621694816284,-0.2444414496615938,-0.1692733745544387,-0.118123417016836,0.040061741059014,-0.1786899974929864
