Date,EXPD,MTD,FFIV,T,DHI,ED,WRB,NUE,WY,CPB,CVX
2000-03-31 00:00:00+00:00,-0.0043227564016035,-0.0087565674255691,0.0031479538300105,-0.0983210486578,-0.0139535680709208,-0.0217393774671263,-0.0520678579245723,0.0860623626683374,0.1609552840711772,-0.1617444786611486,-0.0959468897910346
2000-06-30 00:00:00+00:00,-0.1461649704770984,0.1360424028268552,-0.5115062761506276,-0.0409782650362249,0.0034527040015535,-0.1259122500199131,0.1415833019081713,-0.0869193745848291,-0.1578966556321208,-0.1709750579868384,0.1132232198724809
2000-09-30 00:00:00+00:00,0.3039875939296799,-0.0342146189735614,-0.0942184154175589,0.0481136852841419,0.0786976091161613,0.062005466997427,-0.1797787109642707,-0.2699548955494398,-0.2284961977152175,-0.0441563842582695,-0.0626725223480734
2000-12-31 00:00:00+00:00,-0.079427198723713,0.1175523349436393,-0.4278959810874704,0.0831298509088818,0.2791410850018827,0.1631384997112039,0.8412291474554161,-0.1610394617428222,-0.1463472612734547,-0.1154842736430356,0.0168260948421086
2001-03-31 00:00:00+00:00,0.1244853696068979,0.1988472622478385,-0.6611570247933884,0.0128236130658248,0.5279794220709404,0.0997670220250819,0.3589212594880677,0.2863275393701954,0.334808027812852,0.3714549792617192,-0.0009437932045175
2001-06-30 00:00:00+00:00,0.0113345391464472,-0.2307692307692307,-0.4786585365853658,-0.125455803711046,-0.1044248641919899,0.0162024390265429,-0.0308021051878402,0.0449374399129651,-0.0054207731625658,-0.149022044675081,0.0185497061826562
2001-09-30 00:00:00+00:00,0.2081812273819765,0.0710000038146971,2.3235088147615133,-0.0650815170309221,0.1980110822800955,0.079237327361215,-0.0863807360249366,0.2275799715654256,0.1422537359698974,-0.0580776280751957,0.0467309003801932
2001-12-31 00:00:00+00:00,-0.2566898877569631,-0.0200747107210178,-0.5912162085969228,0.1543004737555904,-0.1659050469742211,0.0379219664029726,0.1627041033916016,-0.159636244424058,-0.15097115956438,0.0280884463863118,-0.0666144074513032
2002-03-31 00:00:00+00:00,0.2685620244941757,0.214864234304924,1.9325069207065808,-0.1351545865702115,0.5985780744238958,0.009283222244945,0.1148847840269315,0.2650573481819704,0.1429855914100437,0.0777047554587742,0.0774198220036304
2002-06-30 00:00:00+00:00,0.0637175484909748,-0.1066666397393918,0.0765617233758688,-0.073333084229579,0.1322360768691195,0.036689042557128,0.0945064781775437,0.221188123071204,0.1653735631740263,-0.1072029145078904,0.0110481130828163
2002-09-30 00:00:00+00:00,0.1005729921638209,-0.2238806070124281,-0.6082024645573931,-0.1748606565807922,0.0833271293837176,0.0013252499263269,-0.0292963290089365,0.0265489653278674,0.018103855992998,0.0323034410480969,-0.0045110620631095
2002-12-31 00:00:00+00:00,-0.1412257732169161,-0.2420814826226301,-0.1146993079595064,-0.297147791523157,-0.260985139648542,0.0221305670088596,-0.0691247191428643,-0.3792248709153912,-0.2629388576138805,-0.1548986161170553,-0.1786899974929864
