Date,MMM,A,SNPS,OMC,ROST,EIX,GS,NUE,PSA,GIS,WMB
2000-03-31 00:00:00+00:00,-0.0006628161760624,0.6768567641111629,-0.0854402789886661,0.0889227936703733,-0.1230284971615405,-0.0398640423213942,0.159146389069982,0.0860623626683374,-0.0035860787437523,-0.0862359540387405,-0.0597090124956909
2000-06-30 00:00:00+00:00,-0.0201832877060196,0.3611105064818982,-0.3050524308865586,-0.0165792943649769,0.2911532210657352,-0.3151042829405153,0.1962609082709159,-0.0869193745848291,-0.0366104494320556,0.0485028231824251,0.4116071513075081
2000-09-30 00:00:00+00:00,-0.0791036423702473,-0.2480865901001785,-0.1975308641975308,-0.0468272272799465,-0.2242832802072693,0.2311815580108178,-0.0989650330597686,-0.2699548955494398,0.1202544952266866,0.07441264731352,-0.0338789464831208
2000-12-31 00:00:00+00:00,0.0973140060087522,-0.3138252201214173,0.0119658119658119,-0.184021375488981,-0.1604457033394606,-0.0243901006629559,0.216721948879683,-0.1610394617428222,-0.0014996291597028,-0.0604247685437925,0.0301769996877081
2001-03-31 00:00:00+00:00,0.3079490773549478,0.0061799977540915,0.1942567567567568,0.0709741544970252,0.1623446447382359,-0.2393511140505932,-0.1300288939743138,0.2863275393701954,0.0503700511452318,0.2444968010516848,-0.1167388857246115
2001-06-30 00:00:00+00:00,-0.1392498770524217,-0.3936113841044664,0.0410183875530409,0.058235351854323,0.1360430045289338,-0.1633331401680486,-0.159581860870883,0.0449374399129651,0.1049494810777722,-0.0209844781083213,0.151823185694178
2001-09-30 00:00:00+00:00,0.1549106940453342,0.0726093344894569,0.0108695652173913,0.0473571494198181,0.2960251603728363,-0.0725102194513179,0.006464721186888,0.2275799715654256,0.1407498399771423,0.0290038305274349,-0.1680460524022747
2001-12-31 00:00:00+00:00,-0.1693472291026012,-0.4300395460723918,-0.1649461971816196,-0.2632738107468498,0.2203207662819486,0.1554984619600554,-0.129972509166595,-0.159636244424058,0.1481769589582686,0.0258794766295233,-0.1803629928322936
2002-03-31 00:00:00+00:00,0.2156226091225823,0.5509012031399079,0.5158382136175352,0.4156894119758614,0.0887483189711733,0.1486988498318646,0.2408975581184023,0.2650573481819704,0.0200161340432625,0.1497007311084639,-0.0304348702952613
2002-06-30 00:00:00+00:00,-0.0106677306553519,0.2488896570535066,-0.0832484110612998,0.0461475965895989,0.1049305241009976,0.0893201420645837,-0.0272325195190896,0.221188123071204,0.1191382878454883,-0.0476863217620743,-0.0774821848914848
2002-09-30 00:00:00+00:00,0.1107505198225697,-0.3668218969900915,-0.0168643414168249,-0.5658591323761135,0.1146853101067288,-0.0095061643142907,-0.1946337328473263,0.0265489653278674,0.0002908239879411,-0.0819128650847572,-0.7549040833638696
2002-12-31 00:00:00+00:00,-0.0828720350077499,-0.4357977255662503,-0.2863336257335382,0.3962978260558143,-0.1206470846956506,-0.387522554650881,-0.0361441469946104,-0.3792248709153912,-0.1230709181013341,0.040061741059014,-0.5939664713984334
2003-03-31 00:00:00+00:00,0.0953458791576378,0.4666665375355894,0.2393026257933179,0.1781635646354107,0.2277039211922111,0.2448580335218306,0.0209438761081504,0.0681936669880387,0.0349584364237507,0.0531494690738061,0.2368180088425522
2003-06-30 00:00:00+00:00,0.0376772251569499,-0.2946709351461577,-0.0807757299389355,-0.1762595338890289,-0.1542671209324999,0.070810162407876,0.0012400136221109,-0.0909602232773041,-0.0324241071704458,-0.0339869659279407,0.7778555614802021
2003-09-30 00:00:00+00:00,-0.0097419518579577,0.4748151530605915,0.4477161391231468,0.3256705922151111,0.1799857633937804,0.2204260010026151,0.2350385138808051,0.2865759733923252,0.1122876288454195,0.0509076609005221,0.5198066487163184
2003-12-31 00:00:00+00:00,0.105298925283759,0.1175289175419784,-0.0163356899455049,0.02993142219295,0.1228948831253287,0.1818182656508618,0.0046881671206329,-0.045454258588062,0.1736043720252726,0.0015896713958905,0.2914145930332301
2004-03-31 00:00:00+00:00,0.1809282632836726,0.2943817483487854,0.0963855152300954,0.176436213329596,0.0844785509839207,0.1274499237511601,0.1326934822049061,0.2088832248797749,0.1219590542809216,-0.0487860701799854,0.006145978926465
2004-06-30 00:00:00+00:00,-0.0234507082405166,0.098610872337328,-0.1309770769197999,-0.0763924395272112,0.1665355200729501,0.1207367048725227,0.0940377515065964,0.0864630861467345,0.1339688646382222,0.0487928744181827,0.0203619384828814
