Date,A,ABT,BAX,BDX,BIO,COO,CVS,DGX,DHR,DVA,HOLX,HSIC,HUM,IDXX,JNJ,LH,MCK,MTD,REGN,RMD,STE,SYK,TFX,TMO,UHS,UNH,VRTX,WST
2000-03-31 00:00:00+00:00,0.6768567641111629,-0.0651090547142444,-0.0949878396469949,-0.03333288621354,-0.0904522613065326,0.1691111223144366,-0.0457402109373584,-0.0399998066228828,-0.0470649738756584,0.0185186598036024,0.0105263157894737,-0.014634207449236,0.0803573424389805,-0.1045296167247387,-0.100609226125639,0.0,0.0080644944647265,-0.0087565674255691,0.5634920634920635,-0.0030488058078017,-0.2333330004514668,0.1772374789503963,-0.0706324522241248,-0.0322582003588931,0.1309298733494841,0.0177515184084553,0.4042056074766356,-0.131059215638563
2000-06-30 00:00:00+00:00,0.3611105064818982,0.0623405816753217,0.0590736236108786,0.0342734826921562,0.1823204419889503,0.132237846109116,0.0247995739532471,0.3270837135553408,0.1105914657200191,-0.5636364241670887,0.2916666666666667,0.2277229668077247,0.0165286968468763,0.4280155642023346,-0.2134478630512939,0.155172145653897,-0.0958575183800433,0.1360424028268552,1.314720812182741,0.8042819365879925,0.0310555862106232,0.0237665213972428,0.0870020582306867,0.3333335405474835,0.3154363833672708,0.1552735147513799,0.2146422628951747,-0.1855984433773132
2000-09-30 00:00:00+00:00,-0.2480865901001785,0.2036423551916184,0.1417080687584686,0.0496264774834314,-0.0934579439252336,0.1148303949629203,0.0191292610335043,0.8618527498297954,-0.0384472964063473,1.0416669845581057,-0.0483870967741935,0.1290322352894661,-0.317073160565669,-0.0081743869209809,0.4038647163776745,0.8626866704114948,-0.0081296251215808,-0.0342146189735614,0.0219298245614034,-0.2983053789812329,-0.1265061578456612,0.2580356924440583,0.1194966275105406,0.0968744521776754,0.359693219292311,0.4189321720545824,1.367123287671233,-0.1161058558059947
2000-12-31 00:00:00+00:00,-0.3138252201214173,0.0866070940762679,0.0994717970496807,-0.0566766959897301,-0.0762886755245247,-0.0683650685080086,0.1873344989730898,0.6003375410707883,-0.002103191322553,0.3367346414473178,-0.059322033898305,0.2642854775506851,1.214286455395083,0.0741758241758241,-0.0748702597433502,0.6153847419489575,0.5155960237276771,0.1175523349436393,0.0150214592274677,0.1884058924605076,0.4620691531578877,-0.0801987150404913,-0.1140139591328828,0.2649577054521037,0.2814259782490813,0.2029807262120715,0.5185185185185186,0.0931247113559003
2001-03-31 00:00:00+00:00,0.0061799977540915,0.00781433269486,0.1641544727962738,0.290754468307163,0.4330356705705722,0.1541523201677372,0.2264461479623944,0.1375124051078962,0.3438443047472252,0.9618319490351844,-0.2792792792792793,0.4745764369904477,0.2849455647710133,-0.0895140664961636,0.0982990821613483,0.174603118017534,0.1153704773865149,0.1988472622478385,0.2029598308668077,0.2804877085495236,0.235849097259359,0.201963776023065,0.2644725904709979,0.045045051856321,0.1793563903422186,0.1126847555711059,-0.2301829268292683,0.0591166073117679
2001-06-30 00:00:00+00:00,-0.3936113841044664,-0.0316141416405015,0.0340872371273519,0.0309619101567817,0.0903427309573512,0.1593112550457978,0.0191124983878023,-0.3525147615227747,-0.1876860741226106,0.0428014351335557,-0.1999999999999999,-0.0076628672355812,-0.3412547928170237,-0.1264044943820225,-0.1410479891701069,-0.1847972470142468,-0.2310810877676273,-0.2307692307692307,-0.3708260105448154,-0.0007931674373116,-0.1786261800957422,0.0537043525839107,-0.0224916303987633,-0.2413792327319184,-0.1426941626762569,-0.0068921300060627,-0.4732673267326732,-0.0563675588307954
2001-09-30 00:00:00+00:00,0.0726093344894569,0.0686428619207171,0.0789811988540638,0.0274683340614703,0.3685714721679687,0.0799541224167799,-0.3559257092057285,0.671054373281136,0.0558793568217024,0.2119404073652813,0.6124999523162842,0.1088803762813885,0.0335360601869836,0.548038593059184,0.1766767641406486,0.2827187678384588,0.3676330555811924,0.0710000038146971,0.5119553890974162,0.29702895576396,0.5070632549897334,0.0654168211096049,0.1049829231664694,0.0159087821750263,0.0331324182267567,0.0676923069384338,0.4099248441538416,0.1806999722986764
2001-12-31 00:00:00+00:00,-0.4300395460723918,0.0739327382846328,0.1100001640313206,0.0215445582072169,-0.0292275883357232,-0.0560565814059085,-0.1231280976620774,-0.1917809362943421,-0.1838746602410891,-0.0103447821461463,-0.2170542108418727,0.0732590152243153,0.1307769611650169,-0.210036545788474,0.0861952087310482,0.0241662831341036,0.045857506338323,-0.0200747107210178,-0.3284067962272951,0.0088183438776887,-0.1055743430878046,-0.0320749224830728,-0.1651775583882778,-0.1684077178385237,0.0865668253750246,0.0710858555725468,-0.636305485311585,-0.0901287565843588
2002-03-31 00:00:00+00:00,0.5509012031399079,0.0620122413274284,-0.0322817036158717,-0.0901718135988518,0.329032241657216,0.0359216515470575,-0.0959524595542136,0.1772878268238891,0.2972094152549052,0.1821801434627019,0.9405940238803816,-0.0256943135658679,0.0,0.1745897996890788,0.0623719681115859,-0.0052996677138301,-0.0239209629641907,0.214864234304924,0.2288732799337263,0.0324397083824223,-0.0016549999702942,0.0855741014151256,0.2486088700915831,0.4697258906067163,-0.1228069544046651,0.0526156120231975,0.4392963057843566,0.104721783233967
2002-06-30 00:00:00+00:00,0.2488896570535066,-0.0429236178018539,0.1071565096246962,0.1135169943689335,0.18349515036543,-0.0334085250102812,0.167960189192367,0.1919093578073853,0.1855779362255718,0.0694737055136547,0.6051019628660637,0.1659563132831061,0.1799998551140829,-0.0100286778610451,0.1041023472256232,0.2180642650999913,0.0105837635813079,-0.1066666397393918,-0.0909742445768825,-0.2491057863655846,0.1690607310160725,0.0417615656604126,0.1807433591198852,-0.1280853472206102,-0.0044707342873607,0.0781117234989674,0.157294154808306,0.1348426161438127
