Date,OMC,T
2019-09-30 00:00:00+00:00,0.1442019975886597,0.0685993039764023
2019-12-31 00:00:00+00:00,-0.0571382974904951,0.1415609248294727
2020-03-31 00:00:00+00:00,0.0306576666949349,0.0578173570005233
2020-06-30 00:00:00+00:00,-0.3466214635098784,-0.2653306936513339
2020-09-30 00:00:00+00:00,0.0674831739313717,0.0909233627520842
2020-12-31 00:00:00+00:00,-0.0799664624627912,-0.0251225805167379
2021-03-31 00:00:00+00:00,0.2409023901618232,0.0586527905202058
2021-06-30 00:00:00+00:00,0.2582781466405679,0.0593714896360697
2021-09-30 00:00:00+00:00,0.076070637482339,-0.0228844610010684
2021-12-31 00:00:00+00:00,-0.0759652013835371,-0.0442419048493797
2022-03-31 00:00:00+00:00,0.0064088231402092,-0.0394821568171661
