Date,ADM,CAG,CHD,CL,CLX,COST,CPB,EL,GIS,HRL,HSY,K,KO,KR,MKC,MNST,MO,PEP,PG,SJM,STZ,SYY,TSN
2000-03-31 00:00:00+00:00,-0.0103088255682817,-0.0265956545058709,-0.0714281967176904,0.1298918255062593,0.11001428822183,-0.0674527124869515,-0.1617444786611486,0.1779991569261376,-0.0862359540387405,-0.0891094695864739,-0.0654908590701898,-0.0981126810322571,-0.1732352313926209,-0.12173906281105,-0.0855484062663292,0.0,-0.1113004321983245,0.0732471695472869,-0.0451000557796569,-0.0437505355667836,-0.0667444665672034,-0.0081302762477485,-0.0821431050813483
2000-06-30 00:00:00+00:00,-0.1213392556564306,-0.178149863674936,-0.3100071555185729,-0.0256008728105606,-0.2943799742045343,0.1797757865140465,-0.1709750579868384,0.0239705547603523,0.0485028231824251,-0.2701526353994768,0.0191526378543147,-0.1475437113200824,-0.1219976860008181,-0.0033004989304649,0.1168126345147118,0.0289835734623205,-0.0028839276344239,-0.0160012469673669,-0.4433747908507258,-0.0653588914299055,0.0338767397975112,-0.0378579921831604,-0.3595251467072375
2000-09-30 00:00:00+00:00,-0.0429791259265683,0.057837789819122,0.0598354952928013,-0.0075865988199741,0.3344709022656702,-0.3488099661827235,-0.0441563842582695,-0.0273221919783671,0.07441264731352,0.194429043273171,0.0291888667606512,0.2310894643875705,0.1837993510548223,0.1622519419262582,0.072460188440512,-0.0140836341501371,0.2129025341454353,0.1943898711540272,-0.0565489528074045,0.0839156924265651,0.0048544986438023,0.1506066583209997,-0.1306249356934963
2000-12-31 00:00:00+00:00,-0.0369675875958256,0.0583887836770291,-0.082435101598779,-0.2131693480268617,-0.1209189708268273,-0.0365635307182292,-0.1154842736430356,-0.255469592263793,-0.0604247685437925,-0.063349903050401,0.0978070337706649,-0.2154967156503286,-0.0172851734627603,0.0085463017315476,-0.0867709638100013,0.2285783136981687,0.1094628038108735,0.1053643393109009,0.2254847543021148,0.2612907399124275,0.0253622197676619,0.0955344719300521,0.1033300336937954
2001-03-31 00:00:00+00:00,0.6100995682776242,0.2649061925423792,0.2579723191701688,0.3346217623273142,-0.137482908980716,0.2504742743107888,0.3714549792617192,0.1668609048395426,0.2444968010516848,0.1567479944424574,0.2462920209231398,0.1126172601766828,0.0698951712256203,0.2062153453789224,0.2360576420264257,-0.2906947383717081,0.5806201685837016,0.0455286422246388,0.1588839349163149,0.0872652189307454,0.0742049905105142,0.2693590200920233,0.2151901170331966
2001-06-30 00:00:00+00:00,-0.1088137421887756,-0.2835824099921983,0.0660724144299058,-0.1199916988462956,-0.079992086555516,-0.1213956513639974,-0.149022044675081,-0.1482951280018042,-0.0209844781083213,0.0254511542037512,0.0606919690269467,0.0266093218836325,-0.2433247384840802,-0.0542386834940523,0.1451032321699117,-0.1229541812006514,0.0108554371543876,-0.1051137642056254,-0.211450133849851,-0.0368706337469951,0.2566665246977029,-0.0708608282163283,0.1090828061140358
2001-09-30 00:00:00+00:00,0.044818671997131,0.0909006633181406,0.0743820365800971,0.0967947956862735,0.126687323568065,0.1700170853403264,-0.0580776280751957,0.1884036068017898,0.0290038305274349,0.3072802105922254,-0.0996675489632927,0.1211277327404765,-0.001537948949535,0.0071311982495083,0.0171852711075066,0.0646550889717776,0.0680348674746771,0.0291529598165611,0.0530119022655639,0.0343324260612205,0.1916793881738887,0.0664634296744888,-0.2856697886697129
2001-12-31 00:00:00+00:00,-0.025525334695631,0.1600908170867039,0.0469577663896312,-0.039851668132702,0.0650034785263757,-0.167453807874306,0.0280884463863118,-0.2315170268516649,0.0258794766295233,-0.0473734497162211,0.0503392956654407,-0.0114904324934825,0.0217654040171273,-0.0562549286262716,0.0687170035127002,0.0168540680334872,0.02401492253741,0.0863128621259612,0.1289824313209664,-0.0323792273049344,-0.0381910020560205,-0.1041380231957505,0.1107567606460151
2002-03-31 00:00:00+00:00,0.1374125292314738,0.0708986376580342,0.0343911314456932,0.0069192663291794,0.0650428848616295,0.2609930333494799,0.0777047554587742,-0.0275288487183107,0.1497007311084639,0.1371464660653951,0.0549385880974877,0.0373800147413785,0.0338186362466237,-0.1446437845321807,-0.0639080798297277,0.132597831847024,-0.0433850675514922,0.0073044263944102,0.1110775526853704,0.4128369205137863,0.0414130229218114,0.0451689104344508,0.0999905183686591
2002-06-30 00:00:00+00:00,-0.0026356730601335,0.0252168212651238,0.1228226569907067,-0.014576500449803,0.1051894600703156,-0.1079863348031924,-0.1072029145078904,0.0629556926637073,-0.0476863217620743,0.0379847294177042,0.0188248880147257,0.1190680109437036,0.1063496288821961,0.0623780259066057,0.2149044708291996,0.0365973936050925,0.1533184542400687,0.0494079459211735,0.1302671085079199,-0.0489083291153297,0.2807014045359812,0.1107754662311488,0.1649815066594251
