Date,ALB,APD,ECL,EMN,FMC,IFF,LIN,MLM,NUE,PPG,SEE,SHW,VMC
2000-03-31 00:00:00+00:00,-0.0281385372717184,0.023001282933222,0.093916474491462,0.2082711186398711,0.1398965788479114,-0.0238799991840715,0.1057632748823749,0.0945951085171503,0.0860623626683374,0.0378375882745605,0.1223116109991804,-0.0092317224734767,0.0015900318375283
2000-06-30 00:00:00+00:00,0.1188025740773486,-0.0760567144364081,-0.0098350162956735,0.0463926064287782,0.0465906913769786,0.0181433603591589,-0.1591244666077819,0.1584250216422869,-0.0869193745848291,-0.1099249924929934,0.0586826134625895,0.1131040449708138,0.1964231283664954
2000-09-30 00:00:00+00:00,0.0833924841449953,0.0391269363584352,0.0791006461904699,0.0369108267538242,0.0575461967972434,-0.1305279475638686,-0.0744507575283257,-0.1072629252086403,-0.2699548955494398,-0.1269195694611939,-0.0271493239147174,0.0136400285555953,-0.0678792569389689
2000-12-31 00:00:00+00:00,-0.1146964730970637,0.1571655940749166,-0.1001917161022937,-0.239365218799782,0.0800824200936656,-0.4090405363993226,-0.00463420417325,-0.0930421634818016,-0.1610394617428222,-0.1332788754697139,-0.1674416266329996,-0.0727655607061138,-0.0690605655281954
2001-03-31 00:00:00+00:00,0.2374942123439687,0.1342608659105812,0.1883692749679373,0.2916676301856309,0.0494294901476906,0.1418226352332809,0.1340962972789672,0.0872744838585841,0.2863275393701954,0.16241456699035,-0.3044692187520037,0.2135035617589784,0.1514765576887031
2001-06-30 00:00:00+00:00,-0.0406833106011752,-0.0159004864605596,-0.0060951970682949,0.0635974041301217,0.0602898868175942,0.0860959598232424,0.0534701727205293,0.0421135839401105,0.0449374399129651,0.0519664625484745,0.0457827917183422,0.0341710270698927,0.0094098959415471
2001-09-30 00:00:00+00:00,0.0387970709417317,0.1720706883287324,-0.0173031459050978,-0.0550032173389032,-0.0617825224696031,0.1933780720010951,0.0480036296519787,0.1688785603095257,0.2275799715654256,0.1270026638771104,0.1572963019184758,-0.1173576017446389,0.1929777699759911
2001-12-31 00:00:00+00:00,-0.188313178079639,-0.1640462428906232,-0.1466038841974669,-0.2153200651089797,-0.2935604161215956,0.0688062566511762,-0.1070388730140927,-0.2229617317443464,-0.159636244424058,-0.1343409070372443,-0.0326516641125854,-0.0016863370054772,-0.2230965609205071
2002-03-31 00:00:00+00:00,0.3118271967790402,0.2285504512305725,0.1557350030958784,0.1105672727272726,0.2997682028601152,0.0786324872661763,0.310439649374209,0.2223857352802019,0.2650573481819704,0.1368550022985459,0.1221180785699471,0.2220723843086953,0.1216562849452569
2002-06-30 00:00:00+00:00,0.1619980425627749,0.0842817839287608,0.132117637774322,0.2427184360054048,0.2479584325268475,0.197337585624848,0.071716817236769,-0.099826581328189,0.221188123071204,0.0703304451929711,0.151871383351885,0.0764118495735215,0.0042971947132006
