Date,COP,CVX,EOG,OKE,VLO,WMB
2000-03-31 00:00:00+00:00,-0.0681233611397841,-0.0959468897910346,-0.1705686884628601,-0.089449553971743,-0.0838329667149713,-0.0597090124956909
2000-06-30 00:00:00+00:00,0.0354098958939621,0.1132232198724809,0.5027538991945049,0.0218079830232533,0.6724217116051194,0.4116071513075081
2000-09-30 00:00:00+00:00,0.1043598095715359,-0.0626725223480734,0.4184817140720522,0.0953224312707543,-0.0189079895493802,-0.0338789464831208
2000-12-31 00:00:00+00:00,0.2527932162782231,0.0168260948421086,0.2062767279676813,0.4778364420313239,0.1313849411365832,0.0301769996877081
2001-03-31 00:00:00+00:00,-0.095587572575737,-0.0009437932045175,0.350728498138366,0.178211518364217,0.0182964483171115,-0.1167388857246115
2001-06-30 00:00:00+00:00,-0.0572433692647401,0.0185497061826562,-0.2590120972372627,-0.1293636661564406,-0.0070968949961762,0.151823185694178
2001-09-30 00:00:00+00:00,0.0630799494035259,0.0467309003801932,-0.120209535459256,0.0007527483133129,0.0208755378096188,-0.1680460524022747
2001-12-31 00:00:00+00:00,-0.0547438045117603,-0.0666144074513032,-0.1889270158526268,-0.160297451217145,-0.0118482311259157,-0.1803629928322936
2002-03-31 00:00:00+00:00,0.1397152713641121,0.0774198220036304,0.350384209997683,0.070304934729608,0.0901980835254441,-0.0304348702952613
2002-06-30 00:00:00+00:00,0.0666499602696852,0.0110481130828163,0.0878943562415999,0.1978399383974365,0.2704835425678318,-0.0774821848914848
2002-09-30 00:00:00+00:00,-0.0686930320425563,-0.0045110620631095,-0.064056145015552,0.0449106048869016,-0.2235896989652566,-0.7549040833638696
2002-12-31 00:00:00+00:00,-0.1784773371752354,-0.1786899974929864,-0.0661225268556566,-0.1028203704265634,-0.2918392420025875,-0.5939664713984334
2003-03-31 00:00:00+00:00,0.0337686606715086,-0.0494870680411797,0.1414419348607993,0.0208080841174087,0.4247483094676383,0.2368180088425522
2003-06-30 00:00:00+00:00,0.1041391640587998,-0.0237655395635058,-0.0211035545883793,-0.0403276451514678,0.1015343254289706,0.7778555614802021
2003-09-30 00:00:00+00:00,0.0268449196073219,0.1178134655657843,0.0289027019951955,0.0929212875002765,-0.1348227136517776,0.5198066487163184
2003-12-31 00:00:00+00:00,0.0143863974798144,0.0194091602520982,0.0114647628031396,0.0377496122308593,0.0486752124644036,0.2914145930332301
2004-03-31 00:00:00+00:00,0.1908700767615934,0.1859125070768825,0.0977288008229686,0.0783220824137682,0.220843574398956,0.006145978926465
2004-06-30 00:00:00+00:00,0.0555656496804628,0.0327245336699679,-0.0037073063469422,0.0475754744170837,0.2616685327939481,0.0203619384828814
2004-09-30 00:00:00+00:00,0.1188247743997463,0.0710776054275694,0.3240448283901211,-0.0432207500430181,0.2943306757693258,0.2103938758901968
2004-12-31 00:00:00+00:00,0.106580705787133,0.163367443794846,0.1155122417183034,0.2209386045893571,0.0884961590717803,0.0297370188766552
2005-03-31 00:00:00+00:00,0.0062972264775436,-0.048825611078342,-0.0088004656544089,0.0721122087628882,0.0619298975971185,0.248436571972394
2005-06-30 00:00:00+00:00,0.3177641171816676,0.1732948727589691,0.511798158407079,0.1242403557178517,0.8082070842458411,0.2305605237926489
2005-09-30 00:00:00+00:00,0.0781247826533599,-0.0308187643444294,0.1645326598563192,0.0773049190760908,0.0463162801000489,0.0079461048521558
2005-12-31 00:00:00+00:00,0.172724918858365,0.1397128234704494,0.3361995037015071,0.0552640201340517,0.4304020730165678,0.3303477469769535
