Date,AAPL,ADBE,ADSK,AKAM,ANSS,APH,CTSH,FFIV,GLW,INTU,IT,JKHY,JNPR,LRCX,MCHP,MSFT,NTAP,NVDA,SNPS,SWKS,TYL,VRSN
2000-03-31 00:00:00+00:00,0.0861128524746235,-0.0146554244782969,0.1313559094945606,0.4761631246410109,0.1721854304635761,-0.0110297871513344,0.658747925427098,0.0031479538300105,0.2655849731460236,0.1799267145034551,0.4148936170212767,0.2951806789933133,0.2629648476214106,0.3239784063506523,0.0121046830403575,0.2508387724524661,0.3600002313793455,0.2869456638912162,-0.0854402789886661,0.0403724400058038,0.4920634920634921,1.077868849239548
2000-06-30 00:00:00+00:00,0.1909543199768983,0.610499711987474,0.3208878927409879,-0.6295719844357976,-0.0790960451977401,0.4972125757431864,0.1249999340963743,-0.5115062761506276,0.4866946904568408,-0.1815351641742284,-0.037593984962406,0.3091233586845856,1.0319772998993968,0.0678623654928241,0.23505069682933,-0.2203752144819758,0.5970587985100231,0.6635564074815481,-0.3050524308865586,0.4706469655065648,0.0851063829787233,-0.3865877632803898
2000-09-30 00:00:00+00:00,-0.2001874174052337,0.2116112519387962,-0.1807053577888638,0.0627626050420169,0.1165644171779141,0.3457482027242888,-0.374999970709498,-0.0942184154175589,0.512982767307893,-0.182510024271737,-0.234375,0.3914183042179662,0.2446349619433736,-0.02029981058307,0.078211584276729,-0.1196693841957949,0.2200740755865118,0.5698222564178672,-0.1975308641975308,-0.055480243171565,-0.5588235294117647,0.5723471353441412
2000-12-31 00:00:00+00:00,-0.5451344598005532,0.2748975236052471,-0.3043963683701614,-0.6293550778354337,0.0549450549450549,-0.1632845497193843,0.1537034252920708,-0.4278959810874704,0.078285332582435,0.3410863239036938,-0.0255102040816326,-0.0950019835664556,0.4215518331574133,-0.4194651315657014,-0.0751294082341083,-0.2609380058127332,0.4754711638478439,0.3077684763549888,0.0119658119658119,-0.2636102653218748,-0.4666666666666667,0.0463531322282075
2001-03-31 00:00:00+00:00,-0.3865985964178525,-0.4264442437114182,0.0301300968318507,-0.5786666666666667,-0.0208333333333333,-0.3241452238928681,-0.1492774953431872,-0.6611570247933884,-0.5174123054422449,-0.3294800061875237,-0.4424083769633508,0.3794961255606532,-0.5024257413562778,-0.3681321605601392,-0.413445413508117,-0.2663847752474088,-0.5790281345478282,-0.625487482192888,0.1942567567567568,0.0019455701680277,0.1666666666666667,-0.6778501582296115
2001-06-30 00:00:00+00:00,0.4514299592465136,-0.2721931979237211,0.019412932766702,-0.6234177215189873,0.074468085106383,-0.1908648737468072,-0.0018868511931626,-0.4786585365853658,-0.5790153310070256,-0.3137930390243821,0.0065727412980487,-0.3146740440256416,-0.6505544711211386,0.508731307900266,0.0945559570709113,0.2867434571731382,-0.7035237502926115,1.0772413757172656,0.0410183875530409,-0.5300970034593802,-0.1085714612688336,-0.4216380242995107
2001-09-30 00:00:00+00:00,0.1069938735891349,0.3812783806074482,0.416580195768665,0.1697478735146402,0.2744554576307241,0.2903231054361401,0.2669945317756343,2.3235088147615133,-0.1530986295354759,0.5610050048283739,0.5000000711697272,0.4978094168379299,-0.1138393869314832,0.3528215996960573,0.3097380333690489,0.2649493445092143,-0.1252456195531233,0.4253632600206494,0.0108695652173913,0.9173548365960228,0.5576924076212031,0.692307750304884
2001-12-31 00:00:00+00:00,-0.3497910299363477,-0.4868568195876916,-0.1589799829101769,-0.6954022812109384,0.0441267295052487,-0.1442497399036306,-0.5039391140031133,-0.5912162085969228,-0.4851192313690313,-0.0628379993946229,-0.1542288717729393,-0.2926844602302187,-0.7074937077207384,-0.4498979719547609,-0.1771663173129932,-0.2664303150288024,-0.5097451432374202,-0.4327613614708144,-0.1649461971816196,-0.3989654431585117,0.1440328786079574,-0.3016529232454453
2002-03-31 00:00:00+00:00,0.4993547482926981,0.3227923944041866,0.2025644888261952,1.215094216721221,0.4333333938840864,0.402277743234058,0.8460058886275748,1.9325069207065808,0.0612717061409915,0.1415225488186695,0.3588235518511604,0.00302287723941,1.237889876399835,0.4987613864324447,0.5507182660107675,0.2944587906728717,2.6360855271239743,1.6770066022871353,0.5158382136175352,0.2673549823445882,0.6834531929865486,-0.0991715545733666
2002-06-30 00:00:00+00:00,0.049787009758144,0.2761846812728683,0.2535664632830368,-0.3083475260761694,0.1171096222491268,-0.0302081813364027,0.0920233717009384,0.0765617233758688,-0.1525053684818164,-0.0727011230055947,0.1255411069541188,-0.0033746287891202,-0.3636361923963819,0.234808030667337,0.0674187611380912,-0.0993444141855334,-0.1164849207764443,-0.351708922938438,-0.0832484110612998,-0.3078317074513431,0.1645299164893046,-0.2905937937130723
