,gauss_dist+val,gauss_dist+score,t_dist+val,t_dist+scor
0,-0.013779929629482558,0.0003599770769049975,-0.020541448013413798,0.0006103776539283862
1,-0.012148560145135542,0.00038806471791707803,-0.019165142693069962,0.0006413308475441467
2,-0.013250215042060262,0.00038113799931545193,-0.019771345287485715,0.0006324525507190304
3,-0.010442633322904678,0.00040375514839790074,-0.0177179841969262,0.0006471379369713186
4,-0.010856964434951129,0.00042838079788684054,-0.016649351689550673,0.0006510821369314196
5,-0.010278774555611218,0.000557943002993292,-0.017767628090389273,0.0008304853722184837
6,-0.008598533476238266,0.0005862075613211313,-0.014561713679974494,0.0008728692676416784
7,-0.008569350097852414,0.0005612248827047421,-0.01390784502625301,0.0008005203881886652
8,-0.008632723316740502,0.0005517768062617227,-0.014882025221680511,0.0008143980235009806
9,-0.008654391358265682,0.000546255141791581,-0.014195151548506204,0.0007702936691266331
10,-0.008754498305789574,0.0005467874923425201,-0.01446770900630089,0.0007956614994441579
11,-0.009336057691452102,0.0005690179536700247,-0.016151439183402134,0.0009374777667631585
12,-0.008647190496215096,0.0004980465985849803,-0.014044736590649507,0.0007171227202503856
13,-0.008595249004246516,0.00046896863567402774,-0.015046798025202082,0.0007065182621467703
14,-0.008130476262158444,0.00043376993610791604,-0.013660594652264506,0.0006260800190464471
15,-0.007800062984359172,0.0004172151827616869,-0.013843136897112706,0.0006065213749740514
16,-0.007428214790149342,0.00043116932851864666,-0.012909345616072607,0.0006619924784689098
17,-0.007539421001786006,0.00044708993666254485,-0.013019865986234424,0.0006145162838128448
18,-0.007982243832223368,0.0004369102592738724,-0.013095157693402583,0.0005936029592585135
19,-0.007663778156739613,0.00043786416553834274,-0.013581263143802529,0.0006737880279533588
20,-0.007732433534465308,0.00040739185904646184,-0.01314387827915975,0.0006077856187103485
21,-0.007614921219269826,0.0004007838921506969,-0.012887585902327059,0.0005835980146457739
22,-0.0077161959536167415,0.0003980760136329921,-0.012713396593654799,0.0005797892352274417
23,-0.00806859995158058,0.000417110840612529,-0.013504295044895313,0.0006432387618208503
24,-0.008388932464840806,0.0004457909779035481,-0.013526557082252956,0.0006327782284516144
25,-0.008040542679263818,0.00040369575172167094,-0.012894787872910055,0.000597781493613991
26,-0.008710395017269865,0.00041461575064499296,-0.013893412702534346,0.0006089909564529167
27,-0.008138514117747724,0.00043453694079093454,-0.013549696245763408,0.0006245024132697581
28,-0.008420777010953836,0.00044351695390539475,-0.014261047397942582,0.000648547502270926
29,-0.008065588038481722,0.0003917127777987892,-0.013166969250201029,0.0005888111189498954
30,-0.0081078201869184,0.0004098871933625089,-0.01305840246350901,0.0006016744968903617
31,-0.008913391289862724,0.00042282199851191365,-0.014465823548827791,0.0006317853712470047
32,-0.008027777062713001,0.00042233659283866503,-0.01358620596880308,0.0006348405725487474
33,-0.008432319279841605,0.00042149479875692916,-0.013434107293774656,0.0005906463117396367
34,-0.007926519150463577,0.00038686716390685537,-0.013305165791475582,0.0005687856471418962
35,-0.008256965635077454,0.0003905552575990725,-0.014000359478518166,0.0005748386280576512
36,-0.007868431252278008,0.000359783962094717,-0.013197771711139748,0.0005977034299178424
37,-0.007359893436174056,0.0002873445670655497,-0.01258796121029706,0.0004425949701449511
38,-0.008076988313338243,0.00031737778251749013,-0.013162237284162893,0.0004747003287302264
39,-0.006955322629684582,0.0003009733907923731,-0.011297998602578433,0.00044400583299488306
40,-0.0067754441353774465,0.00028356555908081544,-0.011563761301148699,0.0004184181691416831
41,-0.007106221022018937,0.0002812096133102087,-0.011626494835750834,0.00044037435879649083
42,-0.008712601321368089,0.00043191400037616827,-0.014291033904878504,0.0006520094326218596
43,-0.008505191133245207,0.00038365604412831495,-0.013493125816295566,0.0005662229289644085
44,-0.008265987856859126,0.0003545840229370458,-0.014096144014286225,0.0005425397192019764
45,-0.008133398660746902,0.0004758008783887184,-0.013912963239588854,0.000662815433861682
46,-0.008193661788028599,0.00045856162702272976,-0.013082928441487476,0.0006463399183506816
47,-0.008403530026218903,0.0004604660422215389,-0.013947664378452507,0.0006892132947735583
48,-0.009957290428091453,0.0003663818555802232,-0.015872572030867484,0.0005915957855918335
49,-0.005892070767895589,0.00019244249368902805,-0.00975989520354524,0.0003001464659765384
50,-0.004047929491857639,0.00032655845282785774,-0.0066710953122804326,0.00040765048514738674
51,-0.003862746873036972,0.00030596153787865844,-0.005837226592850208,0.0003644032985510231
52,-0.003880778691447167,0.00031110362488967507,-0.00580935782678987,0.0003676395489235211
53,-0.004124115610053132,0.00030827012479645374,-0.0068329530244267645,0.0003807914490977383
54,-0.004343168085441376,0.00029692917738672947,-0.006920597757096897,0.0003785943193379494
55,-0.00463528288882776,0.000294119875313831,-0.007792412415808762,0.00039591725873859074
56,-0.00399193849176238,0.0002206029105101059,-0.00691335209054705,0.0002905485801543305
57,-0.004516852461785766,0.00021345221975981675,-0.007910649416141927,0.0002959840752461993
58,-0.005330860938629463,0.00021985131589764994,-0.009231299710545362,0.0003237260646672398
59,-0.004855120841122368,0.00035784649585870543,-0.007994716720743533,0.00047292163092426895
60,-0.004466460437725085,0.0004264643071137052,-0.00637855236357002,0.0005112304650906106
61,-0.0036165730059270038,0.00028789881190086883,-0.0049748816516141485,0.00033625400034408297
62,-0.0025646123793547906,0.00013371684265925247,-0.0025757828431618246,0.00013565031442172712
