,multivariate_t_dist_AE,multivariate_t_dist_APE,multivariate_gauss_dist_AE,multivariate_gauss_dist_APE
0,0.01718991274670551,189.73812088137566,0.0010996395377761148,12.137556636783488
1,0.02441883478180295,223.07083213755487,0.0025369070882212894,23.17514247841603
2,0.015330029118137582,99.00530643815165,0.006887801690765832,44.4832108161277
3,0.019519587436917743,114.53586641929405,0.003450018508610913,20.243812033598406
4,0.0186613900140062,107.23004609217173,0.0011268407059237921,6.474929292193904
5,0.007678972547807007,17.60213907499406,0.02479496810955056,56.836311668934556
6,0.03927536458740925,75.92936418046764,0.01225549609308145,23.693020697309905
7,0.010790053903201272,20.76578740567178,0.001077904804872666,2.0744606303493067
8,0.014595224599046663,29.336615151604427,0.010700455343030851,21.5080719186692
9,0.024219364745356783,48.67239256017,0.008254187842854754,16.58801026273124
10,0.026240672311746024,51.53201142552777,0.009045669915842526,17.764086221452967
11,0.007007131009449434,12.407860164550373,0.017132206103447754,30.33681222103175
12,0.030669156236794115,87.07177374701531,0.005809684877733243,16.49408165355916
13,0.029801227374522593,82.24089100030771,0.0027939080151707305,7.710202054864965
14,0.03822048404161931,109.42684744715059,0.0018621802577837784,5.331500113020749
15,0.033232448441428045,90.71865659703894,0.0010555995999941281,2.8815986214383162
16,0.011406992410289682,22.439703006642603,0.013162832079207272,25.893770413775368
17,0.019959960845456155,39.637375186605475,0.00412093797532407,8.18354133624642
18,0.02574432245421361,51.68687507335876,0.0070188376987927945,14.091720143068168
19,0.025562565782053313,51.59116544211013,0.0009825271921161949,1.9829669428342838
20,0.0300172547061677,60.312704329564546,0.0028637625730139754,5.754066020593667
21,0.03471220660726994,69.83036335372802,0.0018831866731257377,3.7883967197788886
22,0.028025205364926427,57.77524145800823,0.0048077339183683,9.911363159793702
23,0.017630089986306295,35.92173404927195,0.00042839181356381373,0.8728586642312818
24,0.024875895866549765,50.63591336662403,0.0040397414765247705,8.223060609605197
25,0.01746144548677317,35.72464222771766,0.004050967657817192,8.28793758003584
26,0.03671632319341209,75.37910819694224,0.005218260067092639,10.713158507868688
27,0.012323550221748851,25.450919845241437,0.004261198961254889,8.800340101355449
28,0.0323068287164155,65.52577092210842,0.004528469346794552,9.184790238946507
29,0.03688105699439511,75.12768168600348,0.008417059491180497,17.145771236482265
30,0.02074198831219566,41.65562912558069,0.0029002186912378686,5.824438446638637
31,0.023334469274941927,46.63396511656724,0.005445342417168181,10.882523417949768
32,0.020849940523176104,41.43023133781064,0.004894517927744486,9.725735658963197
33,0.017175506695778227,34.7001630314189,0.0024370013975232793,4.923543002235829
34,0.01864625712718676,38.27049008550428,0.009545049116876952,19.59072564007939
35,0.015915064182500875,32.9239728861209,0.013343856352603344,27.60483776323473
36,0.01402900145268423,37.91842829298938,0.006204888202150167,16.770944757029007
37,0.04130719025888719,142.6698066062568,0.0012466985424377727,4.305938961985718
38,0.030466795699685294,182.63071721367598,0.0045158708044014464,27.07001852054482
39,0.025745968430447012,138.00804637378607,0.0007644780357900852,4.097888976290769
40,0.03630861152798364,178.52947560123783,0.004126053041363258,20.287806522420947
41,0.03424071857329342,151.65469460719382,0.006590726975356752,29.190820997159488
42,0.024534945503563766,103.47035895747287,0.000874220307155036,3.686818418899883
43,0.03564909841778991,158.82494957357335,0.002676687980375729,11.92526185445452
44,0.020527182950652846,84.30100150080251,0.0014734727067789687,6.051255311757956
45,0.006227268324260106,17.135199780990245,0.012961652711251236,35.66580033717958
46,0.01846158347845147,53.1363147825181,0.005013928431019835,14.431139112127456
47,0.031486358146062654,91.20068129998539,0.00011630982243585053,0.3368930442454603
48,0.03217683600094747,290.3748995246742,0.006079026815812617,54.85924100173837
49,0.020630762831249056,172.7557499391436,0.002214174448573303,18.54082519818353
50,0.007831777920637797,20.09993860149224,0.023887625884363307,61.30661753647097
51,0.03533519613426418,96.83493691674238,0.00018540223737806283,0.5080887026213041
52,0.023650674953298777,65.86189985569764,0.00527129726206068,14.679397229423666
53,0.05198490011154692,141.66831096344944,0.003962354068262966,10.798135748755275
54,0.027789867862096425,74.74727485817971,0.00017623039320513456,0.4740123884229059
55,0.04210656183860748,113.69948028570084,0.0012253145148742803,3.3086915066048226
56,0.024113909952009113,63.02038792148652,0.00010692572051920757,0.2794445363408797
57,0.04731933366148895,126.3406093086816,0.012006107110590157,32.0557955999232
58,0.03180444174002402,84.35309602987434,0.0016881635586438251,4.477419347286095
59,0.021206897762506068,46.821942815979284,0.004624472497597468,10.210205625614806
60,0.045443583893192696,94.50061917124212,0.002669321777027528,5.550894957784531
61,0.042834944025753934,88.79007668340707,0.004322328662542417,8.959504958551761
62,0.028591682180373085,58.82820498782727,0.0010486394368550561,2.1576056756806055
63,0.03298853810042101,68.06348275597963,0.0011910893626606509,2.457510849662336
